,136375BQ4 Corp,278058DB5 Corp,29736RAC4 Corp,20030NAV3 Corp,209111ES8 Corp,773903AE9 Corp,EG6454136 Corp,78409VAB0 Corp,665501AG7 Corp,26882PBE1 Corp,927804FB5 Corp,875127AW2 Corp,45138LAT0 Corp,195869AL6 Corp,010284AN7 Corp,373334GC9 Corp,291641BA5 Corp,90131HBK0 Corp,958587BG1 Corp,15405EAH1 Corp,826418BE4 Corp,20765QAK1 Corp,455434BL3 Corp,035229DC4 Corp,26442CAA2 Corp,59562VAP2 Corp,36962G3A0 Corp,172967EC1 Corp,59022CAJ2 Corp,74432QBD6 Corp
2018-03-07 00:00:00,79.245,112.465,125.817,133.782,129.43,125.254,79.245,128.278,118.528,79.245,79.245,79.245,79.245,127.885,117.046,114.615,118.597,123.89,79.245,79.245,79.245,79.245,79.245,126.835,125.421,124.009,118.937,79.245,120.212,79.245
2018-03-08 00:00:00,79.081,112.526,125.891,134.215,129.523,125.358,79.081,128.319,119.042,79.081,79.081,79.081,79.081,127.646,117.355,114.971,118.592,124.262,79.081,79.081,79.081,79.081,79.081,126.901,125.643,124.045,118.983,79.081,121.024,79.081
2018-03-09 00:00:00,80.008,112.222,125.539,133.739,129.161,124.976,80.008,127.99,118.244,80.008,80.008,80.008,80.008,126.985,117.08,114.635,118.591,123.588,80.008,80.008,80.008,80.008,80.008,126.568,125.265,123.743,118.703,80.008,120.036,80.008
2018-03-12 00:00:00,79.834,112.465,126.18,133.855,129.889,125.266,79.834,128.274,118.441,79.834,79.834,79.834,79.834,127.583,117.189,114.882,118.589,124.007,79.834,79.834,79.834,79.834,79.834,126.844,125.55,124.134,118.989,79.834,119.484,79.834
2018-03-13 00:00:00,79.405,112.662,126.407,133.906,129.809,125.491,79.405,128.501,118.397,79.405,79.405,79.405,79.405,128.024,117.431,115.561,118.587,124.258,79.405,79.405,79.405,79.405,79.405,127.067,125.784,124.469,119.014,79.405,119.989,79.405
2018-03-14 00:00:00,79.311,113.128,126.949,134.26,130.381,126.031,79.311,129.044,119.059,79.311,79.311,79.311,79.311,127.225,117.934,116.05,118.586,124.572,79.311,79.311,79.311,79.311,79.311,127.601,126.337,124.511,119.336,79.311,119.04,79.311
2018-03-15 00:00:00,78.875,113.071,126.883,134.189,130.133,125.971,78.875,128.915,119.041,78.875,78.875,78.875,78.875,127.07,117.945,115.965,118.598,124.415,78.875,78.875,78.875,78.875,78.875,127.536,126.277,124.499,119.21,78.875,118.804,78.875
2018-03-16 00:00:00,79.209,112.785,126.697,133.855,129.748,125.638,79.209,128.579,118.483,79.209,79.209,79.209,79.209,126.637,117.885,115.856,118.639,124.099,79.209,79.209,79.209,79.209,79.209,127.206,125.947,124.173,118.93,79.209,120.664,79.209
2018-03-19 00:00:00,78.858,112.722,126.622,133.779,129.678,125.564,78.858,128.505,118.244,78.858,78.858,78.858,78.858,126.381,117.658,115.553,118.803,123.913,78.858,78.858,78.858,78.858,78.858,127.133,125.808,124.101,118.453,78.858,120.208,78.858
2018-03-20 00:00:00,78.813,112.232,126.057,133.2,128.94,125.008,78.813,127.942,118.001,78.813,78.813,78.813,78.813,126.383,117.232,115.041,119.615,123.558,78.813,78.813,78.813,78.813,78.813,126.572,125.25,123.548,117.632,78.813,118.815,78.813
2018-03-21 00:00:00,79.229,112.302,126.135,133.281,129.368,125.039,79.229,127.978,117.89,79.229,79.229,79.229,79.229,126.385,117.089,114.861,118.22,123.46,79.229,79.229,79.229,79.229,79.229,126.65,125.327,123.612,117.709,79.229,118.888,79.229
2018-03-22 00:00:00,78.714,113.068,127.02,133.637,129.928,125.912,78.714,128.859,118.008,78.714,78.714,78.714,78.714,127.038,117.601,115.344,118.926,123.614,78.714,78.714,78.714,78.714,78.714,127.519,126.204,124.479,117.701,78.714,118.981,78.714
2018-03-23 00:00:00,78.696,113.37,127.36,133.988,129.434,126.25,78.696,129.202,118.083,78.696,78.696,78.696,78.696,126.965,117.485,115.656,118.8,123.058,78.696,78.696,78.696,78.696,78.696,126.401,126.324,124.552,118.015,78.696,118.656,78.696
2018-03-26 00:00:00,78.493,112.799,126.34,133.318,129.357,125.601,78.493,128.545,117.746,78.493,78.493,78.493,78.493,126.688,117.517,114.553,118.597,122.868,78.493,78.493,78.493,78.493,78.493,125.762,125.714,124.07,117.567,78.493,118.335,78.493
2018-03-27 00:00:00,78.714,114.036,127.643,135.277,130.075,126.944,78.714,129.969,118.27,78.714,78.714,78.714,78.714,126.177,118.018,115.647,119.062,123.598,78.714,78.714,78.714,78.714,78.714,127.146,126.996,125.11,118.455,78.714,119.25,78.714
2018-03-28 00:00:00,78.346,113.889,127.363,135.099,130.004,125.167,78.346,129.801,118.673,78.346,78.346,78.346,78.346,125.627,118.405,115.495,119.437,123.783,78.346,78.346,78.346,78.346,78.346,126.981,126.419,124.96,118.003,78.346,119.261,78.346
2018-03-29 00:00:00,78.609,114.376,128.262,135.672,131.238,126.303,78.609,130.365,119.195,78.609,78.609,78.609,78.609,126.37,118.669,115.998,119.904,124.381,78.609,78.609,78.609,78.609,78.609,127.531,127.52,125.905,119.058,78.609,119.788,78.609
2018-04-02 00:00:00,78.194,114.591,128.51,135.923,131.145,126.546,78.194,130.613,119.242,78.194,78.194,78.194,78.194,126.443,118.744,116.219,119.984,124.346,78.194,78.194,78.194,78.194,78.194,127.686,127.794,125.995,119.038,78.194,120.009,78.194
2018-04-03 00:00:00,78.318,114.018,127.631,135.246,130.389,125.764,78.318,129.949,118.839,78.318,78.318,78.318,78.318,125.759,117.384,115.629,119.535,123.806,78.318,78.318,78.318,78.318,78.318,127.044,127.114,125.517,118.51,78.318,119.037,78.318
2018-04-04 00:00:00,78.48,113.577,127.615,134.724,129.854,125.164,78.48,128.316,118.648,78.48,78.48,78.48,78.48,125.325,117.3,114.761,119.371,123.613,78.48,78.48,78.48,78.48,78.48,126.549,126.568,124.941,118.049,78.48,118.854,78.48
2018-04-05 00:00:00,79.324,113.139,126.85,134.061,129.334,124.684,79.324,127.81,118.119,79.324,79.324,79.324,79.324,124.995,116.764,114.314,118.777,123.279,79.324,79.324,79.324,79.324,79.324,126.053,126.053,124.441,117.675,79.324,118.774,79.324
2018-04-06 00:00:00,78.954,113.944,127.779,135.007,130.28,125.355,78.954,128.726,118.631,78.954,78.954,78.954,78.954,125.723,117.87,115.154,119.381,124.27,78.954,78.954,78.954,78.954,78.954,126.954,127.019,125.35,118.544,78.954,119.406,78.954
2018-04-09 00:00:00,79.518,113.955,128.501,135.018,130.294,125.37,79.518,128.74,118.668,79.518,79.518,79.518,79.518,125.79,117.927,115.491,119.385,124.407,79.518,79.518,79.518,79.518,79.518,126.958,127.127,125.363,118.55,79.518,119.108,79.518
2018-04-10 00:00:00,80.039,113.553,128.033,134.875,129.827,124.932,80.039,128.283,118.583,80.039,80.039,80.039,80.039,125.734,117.892,115.078,119.399,124.744,80.039,80.039,80.039,80.039,80.039,126.509,126.898,124.913,118.399,80.039,118.903,80.039
2018-04-11 00:00:00,80.714,113.79,128.305,135.152,130.13,125.196,80.714,128.55,119,80.714,80.714,80.714,80.714,126.387,118.037,115.322,119.755,125.022,80.714,80.714,80.714,80.714,80.714,126.743,127.476,125.262,118.652,80.714,119.148,80.714
2018-04-12 00:00:00,81.184,113.046,127.412,134.608,129.256,124.36,81.184,127.701,118.545,81.184,81.184,81.184,81.184,125.651,117.71,114.557,119.303,124.563,81.184,81.184,81.184,81.184,81.184,125.908,126.784,124.43,118.943,81.184,119.164,81.184
2018-04-13 00:00:00,81.639,113.249,127.646,134.847,129.614,124.593,81.639,127.935,119.145,81.639,81.639,81.639,81.639,125.501,117.832,115.013,119.299,124.644,81.639,81.639,81.639,81.639,81.639,126.125,127.082,124.695,119.426,81.639,119.077,81.639
2018-04-16 00:00:00,81.844,113.295,127.708,134.901,129.751,124.648,81.844,127.99,119.099,81.844,81.844,81.844,81.844,125.511,116.794,115.062,119.24,124.748,81.844,81.844,81.844,81.844,81.844,126.18,127.103,124.775,119.089,81.844,119.177,81.844
2018-04-17 00:00:00,82.287,113.255,127.676,134.564,129.283,124.601,82.287,127.942,119.311,82.287,82.287,82.287,82.287,126.308,116.798,115.021,119.466,125.105,82.287,82.287,82.287,82.287,82.287,126.134,127.056,124.753,118.89,82.287,118.897,82.287
2018-04-18 00:00:00,83.523,112.829,127.177,133.932,128.794,124.143,83.523,127.475,118.613,83.523,83.523,83.523,83.523,124.798,116.626,114.581,119.086,123.64,83.523,83.523,83.523,83.523,83.523,125.648,126.583,124.28,117.993,83.523,118.288,83.523
2018-04-19 00:00:00,83.553,112.307,126.561,133.311,128.178,123.574,83.553,126.875,117.853,83.553,83.553,83.553,83.553,124.72,115.943,114.042,118.314,123.489,83.553,83.553,83.553,83.553,83.553,125.06,125.867,123.685,117.127,83.553,117.653,83.553
2018-04-20 00:00:00,83.082,111.555,125.62,132.422,127.345,122.851,83.082,126.016,117.548,83.082,83.082,83.082,83.082,123.398,115.218,113.265,117.839,122.708,83.082,83.082,83.082,83.082,83.082,124.216,125.215,122.922,116.755,83.082,116.619,83.082
2018-04-23 00:00:00,83.26,112.503,125.023,132.436,127.369,122.877,83.26,126.034,118.072,83.26,83.26,83.26,83.26,123.134,115.953,113.279,117.612,122.756,83.26,83.26,83.26,83.26,83.26,124.227,125.124,122.939,116.758,83.26,117.385,83.26
2018-04-24 00:00:00,83.658,112.094,125.042,131.699,126.913,122.446,83.658,125.658,117.881,83.658,83.658,83.658,83.658,122.545,116.054,112.753,117.349,121.946,83.658,83.658,83.658,83.658,83.658,123.77,124.78,122.212,116.351,83.658,116.907,83.658
2018-04-25 00:00:00,83.436,111.674,124.548,130.353,126.425,121.975,83.436,125.18,117.411,83.436,83.436,83.436,83.436,122.62,115.427,112.626,116.818,121.416,83.436,83.436,83.436,83.436,83.436,123.303,124.081,121.74,116.006,83.436,116.285,83.436
2018-04-26 00:00:00,84.342,112.21,125.107,131.335,127.038,122.57,84.342,125.783,117.451,84.342,84.342,84.342,84.342,122.803,115.446,113.174,117.109,121.999,84.342,84.342,84.342,84.342,84.342,123.879,124.646,122.337,116.554,84.342,116.82,84.342
2018-04-27 00:00:00,84.132,112.568,125.729,131.885,127.469,123.162,84.132,126.189,117.71,84.132,84.132,84.132,84.132,122.967,116.163,113.541,117.689,122.387,84.132,84.132,84.132,84.132,84.132,124.276,125.061,122.741,116.891,84.132,117.052,84.132
2018-04-30 00:00:00,84.126,112.633,125.809,131.236,127.803,123.591,84.126,126.26,117.9,84.126,84.126,84.126,84.126,122.878,116.402,113.607,117.885,122.228,84.126,84.126,84.126,84.126,84.126,124.348,125.335,123.615,116.789,84.126,116.819,84.126
2018-05-01 00:00:00,83.68,112.536,125.704,130.962,127.672,123.399,83.68,126.153,117.595,83.68,83.68,83.68,83.68,122.98,116.194,113.508,117.596,121.872,83.68,83.68,83.68,83.68,83.68,124.237,125.211,123.483,116.612,83.68,115.985,83.68
2018-05-02 00:00:00,83.796,112.386,125.528,130.788,127.493,123.2,83.796,125.979,117.538,83.796,83.796,83.796,83.796,122.517,115.916,112.97,117.364,121.758,83.796,83.796,83.796,83.796,83.796,124.05,125.037,123.311,116.49,83.796,116.339,83.796
2018-05-03 00:00:00,83.473,112.673,125.847,130.938,127.434,123.513,83.473,126.3,117.747,83.473,83.473,83.473,83.473,123.24,116.102,113.262,117.519,121.945,83.473,83.473,83.473,83.473,83.473,124.364,125.351,123.602,116.16,83.473,116.298,83.473
2018-05-04 00:00:00,83.702,112.622,125.799,130.885,127.376,123.455,83.702,126.244,116.25,83.702,83.702,83.702,83.702,123.912,116.117,113.211,117.408,122.555,83.702,83.702,83.702,83.702,83.702,124.284,125.201,123.069,116.102,83.702,115.926,83.702
2018-05-07 00:00:00,83.894,112.537,125.698,130.56,127.049,123.361,83.894,126.148,114.365,83.894,83.894,83.894,83.894,123.774,116.098,113.124,117.338,121.674,83.894,83.894,83.894,83.894,83.894,124.19,125.085,122.426,116.083,83.894,115.969,83.894
2018-05-08 00:00:00,83.358,112.287,125.529,128.847,126.753,123.248,83.358,125.868,114.018,83.358,83.358,83.358,83.358,123.69,116.029,113.265,117.125,121.515,83.358,83.358,83.358,83.358,83.358,123.914,124.574,122.148,116.058,83.358,115.939,83.358
2018-05-09 00:00:00,83.814,111.972,125.162,129.551,126.463,122.566,83.814,125.505,113.659,83.814,83.814,83.814,83.814,123.25,115.542,112.942,116.815,120.958,83.814,83.814,83.814,83.814,83.814,124.866,124.209,122.231,116.623,83.814,115.645,83.814
2018-05-10 00:00:00,84.194,112.327,125.572,129.949,127.227,122.984,84.194,125.909,113.945,84.194,84.194,84.194,84.194,123.702,115.959,113.306,117.13,121.097,84.194,84.194,84.194,84.194,84.194,125.258,124.676,122.399,116.818,84.194,116.265,84.194
2018-05-11 00:00:00,84.757,112.456,125.73,130.096,127.285,123.133,84.757,126.284,114.485,84.757,84.757,84.757,84.757,124.374,116.139,113.701,117.413,121.437,84.757,84.757,84.757,84.757,84.757,125.385,124.823,123.181,117.215,84.757,116.576,84.757
2018-05-14 00:00:00,84.791,111.943,125.126,129.753,126.684,122.558,84.791,125.702,115.835,84.791,84.791,84.791,84.791,123.956,116.068,113.173,117.199,120.989,84.791,84.791,84.791,84.791,84.791,124.809,124.202,122.601,116.676,84.791,116.646,84.791
2018-05-15 00:00:00,85.386,111.058,123.49,128.562,125.656,122.258,85.386,124.695,115.223,85.386,85.386,85.386,85.386,123.067,115.009,112.265,116.321,120.21,85.386,85.386,85.386,85.386,85.386,123.812,123.11,121.603,116.028,85.386,116.145,85.386
2018-05-16 00:00:00,85.262,110.713,122.994,127.812,125.549,121.889,85.262,124.303,114.884,85.262,85.262,85.262,85.262,122.736,114.519,111.912,115.872,119.224,85.262,85.262,85.262,85.262,85.262,123.424,122.75,121.215,115.754,85.262,115.634,85.262
2018-05-17 00:00:00,85.57,110.49,122.737,127.557,125.292,121.641,85.57,124.065,114.453,85.57,85.57,85.57,85.57,121.909,114.07,111.683,115.433,119.305,85.57,85.57,85.57,85.57,85.57,123.174,122.541,120.963,115.613,85.57,115.669,85.57
2018-05-18 00:00:00,85.478,111.168,123.499,128.323,125.994,122.392,85.478,124.821,114.562,85.478,85.478,85.478,85.478,122.564,114.559,112.377,115.824,119.956,85.478,85.478,85.478,85.478,85.478,123.927,123.274,121.72,116.324,85.478,116.238,85.478
2018-05-21 00:00:00,85.679,111.114,123.437,128.251,125.667,122.327,85.679,124.761,114.533,85.679,85.679,85.679,85.679,122.54,114.724,112.322,116.004,120.02,85.679,85.679,85.679,85.679,85.679,123.863,123.316,121.364,116.361,85.679,115.958,85.679
2018-05-22 00:00:00,86.078,111.208,123.701,128.356,125.774,122.43,86.078,124.866,114.546,86.078,86.078,86.078,86.078,122.902,114.605,112.419,115.925,119.652,86.078,86.078,86.078,86.078,86.078,123.968,123.422,121.846,116.37,86.078,116.111,86.078
2018-05-23 00:00:00,85.603,112.023,124.21,129.02,126.402,123.009,85.603,125.787,115.018,85.603,85.603,85.603,85.603,123.388,115.079,113.254,116.466,120.212,85.603,85.603,85.603,85.603,85.603,124.88,124.311,122.757,116.896,85.603,115.954,85.603
2018-05-24 00:00:00,85.327,112.307,124.531,128.541,126.728,123.331,85.327,126.108,115.47,85.327,85.327,85.327,85.327,123.459,115.63,113.546,116.958,120.344,85.327,85.327,85.327,85.327,85.327,124.655,124.642,123.109,117.191,85.327,116.272,85.327
2018-05-25 00:00:00,84.474,112.758,125.041,129.048,127.248,123.832,84.474,126.624,115.899,84.474,84.474,84.474,84.474,124.184,116.14,114.007,117.375,120.935,84.474,84.474,84.474,84.474,84.474,125.156,125.15,123.621,117.669,84.474,116.743,84.474
2018-05-29 00:00:00,83.895,114.675,126.772,130.435,128.725,125.67,83.895,128.774,116.921,83.895,83.895,83.895,83.895,124.95,117.385,115.691,118.583,122.189,83.895,83.895,83.895,83.895,83.895,125.757,126.951,125.506,118.207,83.895,118.441,83.895
2018-05-30 00:00:00,84.699,113.751,125.149,129.013,127.609,124.293,84.699,127.731,116.801,84.699,84.699,84.699,84.699,124.8,117.211,114.748,118.354,121.784,84.699,84.699,84.699,84.699,84.699,124.746,125.893,124.504,116.624,84.699,117.717,84.699
2018-05-31 00:00:00,84.65,113.599,124.901,128.953,127.45,124.074,84.65,127.576,116.332,84.65,84.65,84.65,84.65,124.538,117.008,114.203,118.209,120.869,84.65,84.65,84.65,84.65,84.65,124.59,125.737,124.395,116.855,84.65,117.408,84.65
2018-06-01 00:00:00,84.478,113.009,124.627,128.467,127.167,123.76,84.478,126.895,116.028,84.478,84.478,84.478,84.478,124.185,116.789,115.609,117.735,120.408,84.478,84.478,84.478,84.478,84.478,123.93,125.415,124.222,116.764,84.478,116.979,84.478
2018-06-04 00:00:00,84.384,112.473,124.023,127.898,125.842,123.172,84.384,126.292,115.467,84.384,84.384,84.384,84.384,123.593,116.284,115.051,117.189,120.031,84.384,84.384,84.384,84.384,84.384,123.344,124.657,123.824,116.605,84.384,116.735,84.384
2018-06-05 00:00:00,84.76,112.583,124.144,126.367,126.548,123.29,84.76,126.413,115.405,84.76,84.76,84.76,84.76,123.668,116.334,115.165,117.269,119.901,84.76,84.76,84.76,84.76,84.76,123.462,124.726,123.764,116.286,84.76,116.666,84.76
2018-06-06 00:00:00,84.527,112.111,123.624,126.03,126.31,122.76,84.527,125.876,114.689,84.527,84.527,84.527,84.527,123,115.531,114.673,116.7,119.595,84.527,84.527,84.527,84.527,84.527,122.943,124.19,122.756,115.633,84.527,116.105,84.527
2018-06-07 00:00:00,84.787,116.278,124.327,126.709,127.018,123.449,84.787,126.573,114.898,84.787,84.787,84.787,84.787,123.372,115.681,115.318,117.095,119.617,84.787,84.787,84.787,84.787,84.787,123.619,124.419,123.412,116.21,84.787,116.718,84.787
2018-06-08 00:00:00,84.712,115.879,123.888,125.833,126.578,122.98,84.712,126.139,115.347,84.712,84.712,84.712,84.712,123.307,115.784,114.919,117.151,119.759,84.712,84.712,84.712,84.712,84.712,123.199,123.987,122.951,115.671,84.712,116.319,84.712
2018-06-11 00:00:00,84.816,115.794,123.796,125.755,126.483,122.891,84.816,126.045,115.271,84.816,84.816,84.816,84.816,122.427,115.764,114.835,116.886,118.954,84.816,84.816,84.816,84.816,84.816,123.108,123.893,122.784,115.601,84.816,116.703,84.816
2018-06-12 00:00:00,85.248,115.667,123.658,125.379,126.343,122.754,85.248,125.906,115.166,85.248,85.248,85.248,85.248,122.929,115.702,114.708,116.824,119.317,85.248,85.248,85.248,85.248,85.248,122.974,123.755,122.655,115.486,85.248,116.869,85.248
2018-06-13 00:00:00,85.281,115.618,123.604,125.685,126.336,122.727,85.281,125.859,115.118,85.281,85.281,85.281,85.281,123.036,115.612,114.66,116.894,119.153,85.281,85.281,85.281,85.281,85.281,122.925,123.705,123.065,115.683,85.281,116.833,85.281
2018-06-14 00:00:00,85.552,116.07,124.331,126.101,127.116,123.509,85.552,126.349,115.39,85.552,85.552,85.552,85.552,123.538,115.796,114.859,117.32,119.847,85.552,85.552,85.552,85.552,85.552,123.4,124.191,123.892,116.415,85.552,117.143,85.552
2018-06-15 00:00:00,85.338,116.316,124.343,126.234,127.052,123.769,85.338,126.613,115.527,85.338,85.338,85.338,85.338,124.342,116.056,115.105,117.5,119.618,85.338,85.338,85.338,85.338,85.338,123.657,124.455,123.857,116.386,85.338,117.187,85.338
2018-06-18 00:00:00,85.263,116.354,124.383,125.218,127.089,123.492,85.263,126.65,115.348,85.263,85.263,85.263,85.263,123.221,115.876,115.142,117.354,119.496,85.263,85.263,85.263,85.263,85.263,123.694,124.489,123.706,115.621,85.263,116.892,85.263
2018-06-19 00:00:00,84.273,116.539,124.331,125.139,126.94,123.572,84.273,126.852,115.679,84.273,84.273,84.273,84.273,123.332,116.231,115.327,117.657,120.33,84.273,84.273,84.273,84.273,84.273,123.728,124.689,122.892,115.396,84.273,116.746,84.273
2018-06-20 00:00:00,84.578,116.023,123.556,124.577,125.966,122.85,84.578,126.291,115.168,84.578,84.578,84.578,84.578,122.393,115.564,114.813,116.994,119.27,84.578,84.578,84.578,84.578,84.578,123.177,124.112,122.275,113.739,84.578,115.918,84.578
2018-06-21 00:00:00,84.474,116.589,123.859,125.025,126.294,123.347,84.474,126.903,115.065,84.474,84.474,84.474,84.474,122.701,115.594,114.809,116.846,119.307,84.474,84.474,84.474,84.474,84.474,123.77,124.721,122.659,113.28,84.474,114.851,84.474
2018-06-22 00:00:00,84.92,116.591,123.162,124.982,126.502,122.935,84.92,126.905,114.833,84.92,84.92,84.92,84.92,122.972,114.956,114.811,116.808,119.178,84.92,84.92,84.92,84.92,84.92,123.772,124.723,122.384,113.128,84.92,115.001,84.92
2018-06-25 00:00:00,84.317,116.407,123.649,125.397,125.66,123.106,84.317,127.139,117.282,84.317,84.317,84.317,84.317,122.844,115.168,115.025,116.979,119.378,84.317,84.317,84.317,84.317,84.317,123.999,124.955,122.107,112.808,84.317,114.913,84.317
2018-06-26 00:00:00,84.285,116.371,123.437,125.679,126.027,123.068,84.285,127.1,116.948,84.285,84.285,84.285,84.285,123.185,115.259,114.99,116.793,119.069,84.285,84.285,84.285,84.285,84.285,123.961,124.916,122.024,115.35,84.285,115.344,84.285
2018-06-27 00:00:00,84.249,117.024,124.302,126.4,126.39,123.764,84.249,127.811,117.287,84.249,84.249,84.249,84.249,123.85,115.753,115.851,117.232,119.637,84.249,84.249,84.249,84.249,84.249,124.649,125.622,122.6,116.353,84.249,115.644,84.249
2018-06-28 00:00:00,83.117,116.927,124.555,126.205,126.242,123.811,83.117,127.706,117.145,83.117,83.117,83.117,83.117,123.904,115.623,115.755,117.144,119.507,83.117,83.117,83.117,83.117,83.117,124.547,125.517,122.497,116.54,83.117,115.443,83.117
2018-06-29 00:00:00,83.143,116.64,124.256,126.39,125.96,123.504,83.143,127.393,117.451,83.143,83.143,83.143,83.143,123.739,115.621,115.469,117.005,118.301,83.143,83.143,83.143,83.143,83.143,124.223,124.695,122.377,116.604,83.143,115.912,83.143
2018-07-02 00:00:00,83.285,116.484,124.107,126.26,126.53,123.549,83.285,127.195,117.477,83.285,83.285,83.285,83.285,123.617,115.553,115.315,116.862,118.479,83.285,83.285,83.285,83.285,83.285,124.059,124.528,121.993,116.909,83.285,115.373,83.285
2018-07-03 00:00:00,83.405,117.015,124.573,126.807,127.167,124.27,83.405,127.773,117.814,83.405,83.405,83.405,83.405,124.06,115.432,115.847,117.216,119.016,83.405,83.405,83.405,83.405,83.405,124.618,125.081,122.797,117.579,83.405,115.963,83.405
